,player,season,age,team,position,g,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl,season_num,gs_pct,award,first_place_votes,award_pts_won,award_pts_max
17805,Kevin Durant,2008,19,SEA,SG,80,80.0,2768.0,587,1366,0.43,59.0,205.0,0.28800000000000003,528,1161,0.455,0.451,391,448,0.873,70.0,278.0,348.0,192,78.0,75.0,232.0,122,1624,0.0,1.0,1.0,roy,90.0,545.0,625.0
17818,John Duren,1981,22,UTA,PG,40,N/A,458.0,33,101,0.327,0.0,1.0,0.0,33,100,0.33,0.327,5,9,0.556,8.0,27.0,35.0,54,18.0,2.0,37.0,54,71,0.0,1.0,N/A,,0.0,0.0,69.0
17821,Pat Durham,1993,25,GSW,SF,5,1.0,78.0,6,25,0.24,0.0,0.0,N/A,6,25,0.24,0.24,9,12,0.75,5.0,9.0,14.0,4,1.0,1.0,7.0,6,21,0.0,1.0,0.2,,0.0,0.0,98.0
17823,Devin Durrant,1985,24,IND,SF,59,8.0,756.0,114,274,0.41600000000000004,0.0,3.0,0.0,114,271,0.42100000000000004,0.41600000000000004,72,102,0.706,49.0,75.0,124.0,80,19.0,10.0,77.0,106,300,0.0,1.0,0.13559322033898305,,0.0,0.0,78.0
17825,Ken Durrett,1972,23,CIN,SF,19,N/A,233.0,31,79,0.392,0.0,0.0,0.0,31,79,0.392,0.392,21,28,0.75,N/A,N/A,39.0,14,N/A,N/A,N/A,41,83,0.0,1.0,N/A,,0.0,0.0,115.0
17829,Trevon Duval,2019,20,MIL,PG,3,0.0,6.0,2,3,0.667,1.0,1.0,1.0,1,2,0.5,0.833,0,0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0,5,0.0,1.0,0.0,,0.0,0.0,500.0
17830,Craig Dykema,1982,22,PHO,SF,32,0.0,103.0,17,37,0.45899999999999996,2.0,4.0,0.5,15,33,0.455,0.486,7,9,0.778,3.0,9.0,12.0,15,2.0,0.0,7.0,19,43,0.0,1.0,0.0,,0.0,0.0,69.0
17832,Jerome Dyson,2012,24,NOH,PG,9,1.0,180.0,19,48,0.396,1.0,8.0,0.125,18,40,0.45,0.406,28,36,0.778,2.0,17.0,19.0,18,11.0,2.0,20.0,19,67,0.0,1.0,0.1111111111111111,,0.0,0.0,600.0
17833,Žarko Čabarkapa,2004,22,PHO,PF,49,4.0,570.0,81,197,0.41100000000000003,6.0,32.0,0.188,75,165,0.455,0.426,35,53,0.66,26.0,73.0,99.0,40,10.0,13.0,54.0,75,203,0.0,1.0,0.08163265306122448,,0.0,0.0,590.0
17842,Bruno Caboclo,2015,19,TOR,SF,8,0.0,23.0,4,12,0.33299999999999996,2.0,3.0,0.667,2,9,0.222,0.41700000000000004,0,0,0.0,1.0,1.0,2.0,0,0.0,1.0,4.0,3,10,0.0,1.0,0.0,,0.0,0.0,650.0
17849,Devontae Cacok,2020,23,LAL,C,1,0.0,9.0,3,6,0.5,0.0,0.0,N/A,3,6,0.5,0.5,0,0,0.0,2.0,3.0,5.0,1,0.0,0.0,0.0,0,6,0.0,1.0,0.0,,0.0,0.0,500.0
17851,Jason Caffey,1996,22,CHI,PF,57,0.0,545.0,71,162,0.43799999999999994,0.0,1.0,0.0,71,161,0.441,0.43799999999999994,40,68,0.588,51.0,60.0,111.0,24,12.0,7.0,48.0,91,182,0.0,1.0,0.0,,0.0,0.0,113.0
17859,Michael Cage,1985,23,LAC,PF,75,41.0,1610.0,216,398,0.5429999999999999,0.0,0.0,N/A,216,398,0.5429999999999999,0.5429999999999999,101,137,0.737,126.0,266.0,392.0,51,41.0,32.0,81.0,164,533,0.0,1.0,0.5466666666666666,,0.0,0.0,78.0
17876,Nick Calathes,2014,24,MEM,SG,71,7.0,1173.0,142,311,0.457,19.0,61.0,0.311,123,250,0.49200000000000005,0.48700000000000004,44,72,0.611,23.0,114.0,137.0,207,66.0,8.0,101.0,117,347,0.0,1.0,0.09859154929577464,roy,0.0,1.0,620.0
17878,José Calderón,2006,24,TOR,SG,64,11.0,1487.0,132,312,0.423,7.0,43.0,0.163,125,269,0.465,0.434,78,92,0.848,30.0,111.0,141.0,288,42.0,4.0,101.0,93,349,0.0,1.0,0.171875,,0.0,0.0,625.0
17892,Adrian Caldwell,1990,23,HOU,PF,51,0.0,331.0,42,76,0.5529999999999999,0.0,0.0,N/A,42,76,0.5529999999999999,0.5529999999999999,13,28,0.46399999999999997,36.0,73.0,109.0,7,11.0,18.0,32.0,69,97,0.0,1.0,0.0,,0.0,0.0,92.0
17898,Jim Caldwell,1968,25,NYK,C,2,N/A,7.0,0,1,0.0,N/A,N/A,N/A,0,1,0.0,0.0,0,0,0.0,N/A,N/A,1.0,1,N/A,N/A,N/A,1,0,0.0,1.0,N/A,,0.0,0.0,79.0
17899,Joe Caldwell,1965,23,DET,SF,66,N/A,1543.0,290,776,0.374,N/A,N/A,N/A,290,776,0.374,0.374,129,210,0.614,N/A,N/A,441.0,118,N/A,N/A,N/A,171,709,0.0,1.0,N/A,roy,1.0,1.0,79.0
17905,Kentavious Caldwell-Pope,2014,20,DET,SG,80,41.0,1583.0,182,460,0.396,59.0,185.0,0.319,123,275,0.447,0.46,47,61,0.77,38.0,118.0,156.0,55,75.0,12.0,28.0,145,470,0.0,1.0,0.5125,,0.0,0.0,620.0
17919,Corky Calhoun,1973,22,PHO,SF,82,N/A,2025.0,211,450,0.469,N/A,N/A,N/A,211,450,0.469,0.469,71,96,0.74,N/A,N/A,338.0,76,N/A,N/A,N/A,214,493,0.0,1.0,N/A,,0.0,0.0,17.0
17927,Demetrius Calip,1992,22,LAL,PG,7,0.0,58.0,4,18,0.222,1.0,5.0,0.2,3,13,0.231,0.25,2,3,0.667,1.0,4.0,5.0,12,1.0,0.0,5.0,8,11,0.0,1.0,0.0,,0.0,0.0,96.0
17928,Rick Calloway,1991,24,SAC,SG,64,0.0,678.0,75,192,0.391,0.0,2.0,0.0,75,190,0.395,0.391,55,79,0.696,25.0,53.0,78.0,61,22.0,7.0,51.0,98,205,0.0,1.0,0.0,,0.0,0.0,96.0
17929,Mack Calvin,1977,29,LAL SAS DEN ,PG,76,N/A,1438.0,220,544,0.40399999999999997,N/A,N/A,N/A,220,544,0.40399999999999997,0.40399999999999997,287,338,0.8490000000000001,36.0,60.0,96.0,240,61.0,3.0,N/A,127,727,0.0,1.0,N/A,,0.0,0.0,66.0
17933,Dexter Cambridge,1993,23,DAL,SF,53,13.0,885.0,151,312,0.484,0.0,4.0,0.0,151,308,0.49,0.484,68,99,0.687,88.0,79.0,167.0,58,24.0,6.0,63.0,128,370,0.0,1.0,0.24528301886792453,,0.0,0.0,98.0
17934,Marcus Camby,1997,22,TOR,C,63,38.0,1897.0,375,778,0.48200000000000004,2.0,14.0,0.14300000000000002,373,764,0.488,0.483,183,264,0.693,131.0,263.0,394.0,97,66.0,130.0,134.0,214,935,0.0,1.0,0.6031746031746031,,0.0,0.0,115.0
17952,Elden Campbell,1991,22,LAL,PF,52,0.0,380.0,56,123,0.455,0.0,0.0,N/A,56,123,0.455,0.455,32,49,0.653,40.0,56.0,96.0,10,11.0,38.0,16.0,71,144,0.0,1.0,0.0,,0.0,0.0,96.0
17967,Tony Campbell,1985,22,DET,SF,56,0.0,625.0,130,262,0.496,0.0,1.0,0.0,130,261,0.498,0.496,56,70,0.8,41.0,48.0,89.0,24,28.0,3.0,69.0,107,316,0.0,1.0,0.0,,0.0,0.0,78.0
17978,Isaiah Canaan,2014,22,HOU,PG,22,0.0,252.0,31,87,0.35600000000000004,18.0,55.0,0.327,13,32,0.406,0.46,21,29,0.7240000000000001,7.0,17.0,24.0,22,8.0,4.0,21.0,25,101,0.0,1.0,0.0,,0.0,0.0,620.0
17984,Vlatko Čančar,2020,22,DEN,PF,14,0.0,45.0,6,15,0.4,1.0,6.0,0.16699999999999998,5,9,0.556,0.433,4,4,1.0,5.0,5.0,10.0,3,1.0,1.0,3.0,7,17,0.0,1.0,0.0,,0.0,0.0,500.0
17986,Larry Cannon,1974,26,PHI,SG,19,N/A,335.0,49,127,0.386,N/A,N/A,N/A,49,127,0.386,0.386,19,28,0.679,16.0,20.0,36.0,52,7.0,4.0,N/A,48,117,0.0,1.0,N/A,,0.0,0.0,17.0
17987,Clint Capela,2015,20,HOU,C,12,0.0,90.0,14,29,0.483,0.0,0.0,N/A,14,29,0.483,0.483,4,23,0.174,10.0,26.0,36.0,2,1.0,9.0,5.0,14,32,0.0,1.0,0.0,,0.0,0.0,650.0
17994,Derrick Caracter,2011,22,LAL,C,41,0.0,215.0,32,66,0.485,0.0,0.0,N/A,32,66,0.485,0.485,17,23,0.7390000000000001,19.0,24.0,43.0,7,4.0,10.0,19.0,47,81,0.0,1.0,0.0,,0.0,0.0,590.0
17995,Brian Cardinal,2001,23,DET,PF,15,0.0,126.0,10,31,0.32299999999999995,0.0,5.0,0.0,10,26,0.385,0.32299999999999995,11,18,0.611,8.0,15.0,23.0,3,7.0,2.0,9.0,27,31,0.0,1.0,0.0,,0.0,0.0,124.0
18009,Geno Carlisle,2005,28,POR,SG,6,0.0,16.0,2,3,0.667,0.0,0.0,N/A,2,3,0.667,0.667,4,6,0.667,1.0,0.0,1.0,1,0.0,0.0,1.0,1,8,0.0,1.0,0.0,,0.0,0.0,630.0
18010,Rick Carlisle,1985,25,BOS,SG,38,0.0,179.0,26,67,0.38799999999999996,0.0,2.0,0.0,26,65,0.4,0.38799999999999996,15,17,0.882,8.0,13.0,21.0,25,3.0,0.0,19.0,21,67,0.0,1.0,0.0,,0.0,0.0,78.0
18015,Al Carlson,1976,24,SEA,C,28,N/A,279.0,27,79,0.342,0.0,0.0,0.0,27,79,0.342,0.342,18,29,0.621,30.0,43.0,73.0,13,7.0,11.0,N/A,39,72,0.0,1.0,N/A,,0.0,0.0,18.0
18019,Rodney Carney,2007,22,PHI,SF,67,35.0,1169.0,182,392,0.46399999999999997,25.0,72.0,0.34700000000000003,157,320,0.491,0.496,53,87,0.609,39.0,89.0,128.0,26,38.0,23.0,43.0,118,442,0.0,1.0,0.5223880597014925,,0.0,0.0,640.0
18026,Antoine Carr,1985,23,ATL,PF,62,15.0,1195.0,198,375,0.528,2.0,6.0,0.33299999999999996,196,369,0.531,0.531,101,128,0.789,79.0,153.0,232.0,80,29.0,78.0,108.0,219,499,0.0,1.0,0.24193548387096775,,0.0,0.0,78.0
18042,Austin Carr,1972,23,CLE,SG,43,N/A,1539.0,381,894,0.426,N/A,N/A,N/A,381,894,0.426,0.426,149,196,0.76,N/A,N/A,150.0,148,N/A,N/A,N/A,99,911,0.0,1.0,N/A,roy,9.0,9.0,115.0
18052,Chris Carr,1996,21,PHO,SG,60,10.0,590.0,90,217,0.415,11.0,42.0,0.262,79,175,0.451,0.44,49,60,0.8170000000000001,27.0,75.0,102.0,43,10.0,5.0,40.0,77,240,0.0,1.0,0.16666666666666666,,0.0,0.0,113.0
18058,Cory Carr,1999,23,CHI,SG,42,7.0,624.0,71,216,0.32899999999999996,5.0,30.0,0.16699999999999998,66,186,0.355,0.34,24,32,0.75,8.0,41.0,49.0,66,21.0,7.0,46.0,66,171,0.0,1.0,0.16666666666666666,,0.0,0.0,118.0
18059,Kenny Carr,1978,22,LAL,PF,52,N/A,733.0,134,302,0.444,N/A,N/A,N/A,134,302,0.444,0.444,55,85,0.647,53.0,155.0,208.0,26,18.0,14.0,89.0,127,323,0.0,1.0,N/A,,0.0,0.0,66.0
18069,M.L. Carr,1977,26,DET,SF,82,N/A,2643.0,443,931,0.47600000000000003,N/A,N/A,N/A,443,931,0.47600000000000003,0.47600000000000003,205,279,0.735,211.0,420.0,631.0,181,165.0,58.0,N/A,287,1091,0.0,1.0,N/A,,0.0,0.0,66.0
18078,Bob Carrington,1978,24,NJN IND ,SG,72,N/A,1653.0,253,589,0.43,N/A,N/A,N/A,253,589,0.43,0.43,130,171,0.76,70.0,104.0,174.0,117,65.0,23.0,118.0,205,636,0.0,1.0,N/A,,0.0,0.0,66.0
18080,DeMarre Carroll,2010,23,MEM,SF,71,1.0,795.0,88,222,0.396,0.0,6.0,0.0,88,216,0.40700000000000003,0.396,33,53,0.623,53.0,97.0,150.0,33,28.0,9.0,24.0,107,209,0.0,1.0,0.014084507042253521,,0.0,0.0,615.0
18091,Joe Barry Carroll,1981,22,GSW,C,82,N/A,2919.0,616,1254,0.491,0.0,2.0,0.0,616,1252,0.49200000000000005,0.491,315,440,0.716,274.0,485.0,759.0,117,50.0,121.0,243.0,313,1547,0.0,1.0,N/A,roy,3.0,3.0,69.0
18101,Matt Carroll,2004,23,POR SAS ,SG,16,0.0,70.0,7,16,0.43799999999999994,1.0,3.0,0.33299999999999996,6,13,0.462,0.469,4,6,0.667,1.0,5.0,6.0,2,1.0,0.0,6.0,8,19,0.0,1.0,0.0,,0.0,0.0,590.0
18111,Jimmy Carruth,1997,27,MIL,PF,4,0.0,21.0,2,3,0.667,0.0,0.0,N/A,2,3,0.667,0.667,1,1,1.0,0.0,4.0,4.0,0,0.0,2.0,1.0,4,5,0.0,1.0,0.0,,0.0,0.0,115.0
18112,Anthony Carter,2000,24,MIA,PG,79,30.0,1859.0,201,509,0.395,3.0,23.0,0.13,198,486,0.40700000000000003,0.39799999999999996,93,124,0.75,48.0,151.0,199.0,378,93.0,5.0,173.0,167,498,0.0,1.0,0.379746835443038,,0.0,0.0,121.0
18125,Butch Carter,1981,22,LAL,SF,54,N/A,672.0,114,247,0.462,3.0,10.0,0.3,111,237,0.46799999999999997,0.46799999999999997,70,95,0.737,34.0,31.0,65.0,52,23.0,1.0,50.0,99,301,0.0,1.0,N/A,,0.0,0.0,69.0
18131,Fred Carter,1970,24,BAL,SG,76,N/A,1219.0,157,439,0.358,0.0,0.0,0.0,157,439,0.358,0.358,80,116,0.69,N/A,N/A,192.0,121,N/A,N/A,N/A,137,394,0.0,1.0,N/A,,0.0,0.0,78.0
18139,George Carter,1968,24,DET,SF,1,N/A,5.0,1,2,0.5,N/A,N/A,N/A,1,2,0.5,0.5,1,1,1.0,N/A,N/A,0.0,1,N/A,N/A,N/A,0,3,0.0,1.0,N/A,,0.0,0.0,79.0
18140,Howard Carter,1984,22,DEN,SG,55,5.0,688.0,145,316,0.45899999999999996,5.0,19.0,0.263,140,297,0.47100000000000003,0.467,47,61,0.77,38.0,48.0,86.0,71,19.0,4.0,42.0,81,342,0.0,1.0,0.09090909090909091,,0.0,0.0,76.0
18143,Jevon Carter,2019,23,MEM,PG,39,3.0,577.0,56,185,0.303,34.0,102.0,0.33299999999999996,22,83,0.265,0.395,26,32,0.813,14.0,52.0,66.0,69,26.0,11.0,33.0,55,172,0.0,1.0,0.07692307692307693,,0.0,0.0,500.0
18146,Maurice Carter,2004,27,LAL NOH ,SG,10,0.0,110.0,11,35,0.314,4.0,11.0,0.364,7,24,0.292,0.371,16,20,0.8,2.0,9.0,11.0,4,0.0,0.0,9.0,10,42,0.0,1.0,0.0,,0.0,0.0,590.0
18147,Reggie Carter,1981,23,NYK,SG,60,N/A,536.0,59,179,0.33,0.0,3.0,0.0,59,176,0.335,0.33,51,69,0.7390000000000001,30.0,39.0,69.0,76,22.0,2.0,38.0,68,169,0.0,1.0,N/A,,0.0,0.0,69.0
18149,Ron Carter,1979,22,LAL,SG,46,N/A,332.0,54,124,0.435,N/A,N/A,N/A,54,124,0.435,0.435,36,54,0.667,21.0,24.0,45.0,25,17.0,7.0,40.0,54,144,0.0,1.0,N/A,,0.0,0.0,66.0
18151,Vince Carter,1999,22,TOR,SF,50,49.0,1760.0,345,766,0.45,19.0,66.0,0.28800000000000003,326,700,0.466,0.46299999999999997,204,268,0.7609999999999999,94.0,189.0,283.0,149,55.0,77.0,110.0,140,913,0.0,1.0,0.98,roy,113.0,113.0,118.0
18173,Wendell Carter,2019,19,CHI,C,44,44.0,1110.0,180,371,0.485,6.0,32.0,0.188,174,339,0.513,0.493,89,112,0.795,87.0,220.0,307.0,78,26.0,58.0,65.0,152,455,0.0,1.0,1.0,,0.0,0.0,500.0
18176,Michael Carter-Williams,2014,22,PHI,PG,70,70.0,2414.0,427,1054,0.405,55.0,208.0,0.264,372,846,0.44,0.431,258,367,0.703,101.0,336.0,437.0,441,130.0,43.0,247.0,213,1167,2.0,1.0,1.0,roy,104.0,569.0,620.0
18184,Bill Cartwright,1980,22,NYK,C,82,N/A,3150.0,665,1215,0.547,0.0,0.0,N/A,665,1215,0.547,0.547,451,566,0.797,194.0,532.0,726.0,165,48.0,101.0,222.0,279,1781,0.0,1.0,N/A,,0.0,0.0,66.0
18199,Jay Carty,1969,27,LAL,PF,28,N/A,192.0,34,89,0.382,0.0,0.0,0.0,34,89,0.382,0.382,8,11,0.727,N/A,N/A,58.0,11,N/A,N/A,N/A,31,76,0.0,1.0,N/A,,0.0,0.0,78.0
18200,Alex Caruso,2018,23,LAL,PG,37,7.0,562.0,50,116,0.431,13.0,43.0,0.302,37,73,0.507,0.48700000000000004,21,30,0.7,15.0,50.0,65.0,75,23.0,10.0,42.0,52,134,0.0,1.0,0.1891891891891892,,0.0,0.0,505.0
18204,Cornelius Cash,1977,24,DET,PF,6,N/A,49.0,9,23,0.391,0.0,0.0,0.0,9,23,0.391,0.391,3,6,0.5,8.0,8.0,16.0,1,2.0,1.0,N/A,8,21,0.0,1.0,N/A,,0.0,0.0,66.0
18205,Sam Cassell,1994,24,HOU,PG,66,6.0,1122.0,162,388,0.418,26.0,88.0,0.295,136,300,0.45299999999999996,0.451,90,107,0.841,25.0,109.0,134.0,192,59.0,7.0,94.0,136,440,0.0,1.0,0.09090909090909091,,0.0,0.0,101.0
18220,Omri Casspi,2010,21,SAC,SF,77,31.0,1931.0,300,672,0.446,75.0,203.0,0.369,225,469,0.48,0.502,117,174,0.672,75.0,274.0,349.0,95,54.0,17.0,98.0,125,792,0.0,1.0,0.4025974025974026,,0.0,0.0,615.0
18230,Harvey Catchings,1975,23,PHI,C,37,N/A,528.0,41,74,0.5539999999999999,N/A,N/A,N/A,41,74,0.5539999999999999,0.5539999999999999,16,25,0.64,49.0,104.0,153.0,21,10.0,60.0,N/A,82,98,0.0,1.0,N/A,,0.0,0.0,18.0
18241,Terry Catledge,1986,22,PHI,PF,64,7.0,1092.0,202,431,0.469,0.0,4.0,0.0,202,427,0.473,0.469,90,139,0.647,107.0,165.0,272.0,21,31.0,8.0,69.0,127,494,0.0,1.0,0.109375,,0.0,0.0,78.0
18249,Sid Catlett,1972,23,CIN,SF,9,N/A,40.0,2,9,0.222,0.0,0.0,0.0,2,9,0.222,0.222,2,9,0.222,N/A,N/A,4.0,1,N/A,N/A,N/A,3,6,0.0,1.0,N/A,,0.0,0.0,115.0
18250,Kelvin Cato,1998,23,POR,C,74,8.0,1007.0,98,229,0.428,0.0,3.0,0.0,98,226,0.434,0.428,86,125,0.688,91.0,161.0,252.0,23,29.0,94.0,44.0,164,282,0.0,1.0,0.10810810810810811,,0.0,0.0,116.0
18260,Bobby Cattage,1982,23,UTA,PF,49,0.0,337.0,60,135,0.444,0.0,2.0,0.0,60,133,0.451,0.444,30,41,0.732,22.0,51.0,73.0,7,7.0,0.0,18.0,58,150,0.0,1.0,0.0,,0.0,0.0,69.0
18262,Willie Cauley-Stein,2016,22,SAC,C,66,39.0,1412.0,191,339,0.563,0.0,2.0,0.0,191,337,0.5670000000000001,0.563,81,125,0.648,134.0,218.0,352.0,37,48.0,66.0,46.0,146,463,0.0,1.0,0.5909090909090909,,0.0,0.0,650.0
18268,Troy Caupain,2019,23,ORL,PG,4,0.0,16.0,4,8,0.5,2.0,3.0,0.667,2,5,0.4,0.625,0,0,0.0,1.0,2.0,3.0,4,1.0,0.0,0.0,0,10,0.0,1.0,0.0,,0.0,0.0,500.0
18269,Duane Causwell,1991,22,SAC,C,76,55.0,1719.0,210,413,0.508,0.0,0.0,N/A,210,413,0.508,0.508,105,165,0.636,141.0,250.0,391.0,69,49.0,148.0,96.0,225,525,0.0,1.0,0.7236842105263158,,0.0,0.0,96.0
18280,Tyler Cavanaugh,2018,23,ATL,PF,39,1.0,518.0,67,152,0.441,32.0,89.0,0.36,35,63,0.556,0.546,17,21,0.81,45.0,82.0,127.0,27,9.0,4.0,14.0,61,183,0.0,1.0,0.02564102564102564,,0.0,0.0,505.0
18282,Ron Cavenall,1985,25,NYK,C,53,2.0,653.0,28,86,0.326,0.0,0.0,N/A,28,86,0.326,0.326,22,39,0.564,53.0,113.0,166.0,19,12.0,42.0,45.0,123,78,0.0,1.0,0.03773584905660377,,0.0,0.0,78.0
18284,Cedric Ceballos,1991,21,PHO,SF,63,0.0,730.0,204,419,0.48700000000000004,1.0,6.0,0.16699999999999998,203,413,0.49200000000000005,0.488,110,166,0.6629999999999999,77.0,73.0,150.0,35,22.0,5.0,69.0,70,519,0.0,1.0,0.0,,0.0,0.0,96.0
18295,John Celestand,2000,22,LAL,PG,16,0.0,185.0,15,45,0.33299999999999996,2.0,9.0,0.222,13,36,0.361,0.35600000000000004,5,6,0.833,1.0,10.0,11.0,20,7.0,0.0,16.0,22,37,0.0,1.0,0.0,,0.0,0.0,121.0
18300,Lionel Chalmers,2005,24,LAC,PG,36,0.0,433.0,42,125,0.336,12.0,49.0,0.245,30,76,0.395,0.384,15,24,0.625,4.0,27.0,31.0,51,13.0,0.0,24.0,30,111,0.0,1.0,0.0,,0.0,0.0,630.0
18301,Mario Chalmers,2009,22,MIA,PG,82,82.0,2626.0,278,662,0.42,114.0,311.0,0.36700000000000005,164,351,0.467,0.506,148,193,0.767,37.0,191.0,228.0,403,160.0,8.0,165.0,240,818,0.0,1.0,1.0,roy,0.0,2.0,600.0
18310,Bill Chamberlain,1974,24,PHO,SF,28,N/A,367.0,57,130,0.43799999999999994,N/A,N/A,N/A,57,130,0.43799999999999994,0.43799999999999994,39,56,0.696,33.0,47.0,80.0,37,20.0,12.0,N/A,74,153,0.0,1.0,N/A,,0.0,0.0,17.0
18325,Jerry Chambers,1967,23,LAL,SF,69,N/A,1015.0,224,496,0.452,N/A,N/A,N/A,224,496,0.452,0.452,68,93,0.731,N/A,N/A,208.0,44,N/A,N/A,N/A,143,516,0.0,1.0,N/A,,0.0,0.0,90.0
18329,Tom Chambers,1982,22,SDC,PF,81,58.0,2682.0,554,1056,0.525,0.0,2.0,0.0,554,1054,0.526,0.525,284,458,0.62,211.0,350.0,561.0,146,58.0,46.0,220.0,341,1392,0.0,1.0,0.7160493827160493,,0.0,0.0,69.0
18345,Mike Champion,1989,24,SEA,SF,2,0.0,4.0,0,3,0.0,0.0,1.0,0.0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2,0,0.0,1.0,0.0,,0.0,0.0,85.0
18346,Tyson Chandler,2002,19,CHI,C,71,31.0,1389.0,151,304,0.49700000000000005,0.0,0.0,N/A,151,304,0.49700000000000005,0.49700000000000005,134,222,0.604,114.0,229.0,343.0,54,28.0,93.0,99.0,179,436,0.0,1.0,0.43661971830985913,,0.0,0.0,126.0
18365,Wilson Chandler,2008,20,NYK,SF,35,16.0,685.0,106,242,0.43799999999999994,9.0,30.0,0.3,97,212,0.45799999999999996,0.457,34,54,0.63,38.0,89.0,127.0,33,15.0,16.0,27.0,83,255,0.0,1.0,0.45714285714285713,,0.0,0.0,625.0
18377,Don Chaney,1969,22,BOS,SG,20,N/A,209.0,36,113,0.319,N/A,N/A,N/A,36,113,0.319,0.319,8,20,0.4,N/A,N/A,46.0,19,N/A,N/A,N/A,32,80,0.0,1.0,N/A,,0.0,0.0,78.0
18389,Rex Chapman,1989,21,CHH,SG,75,44.0,2219.0,526,1271,0.414,60.0,191.0,0.314,466,1080,0.431,0.43700000000000006,155,195,0.795,74.0,113.0,187.0,176,70.0,25.0,113.0,167,1267,0.0,1.0,0.5866666666666667,,0.0,0.0,85.0
18410,Ken Charles,1974,22,BUF,SG,59,N/A,693.0,88,185,0.47600000000000003,0.0,0.0,0.0,88,185,0.47600000000000003,0.47600000000000003,53,79,0.6709999999999999,25.0,40.0,65.0,54,31.0,10.0,N/A,91,229,0.0,1.0,N/A,,0.0,0.0,17.0
18415,Lorenzo Charles,1986,22,ATL,SF,36,0.0,273.0,49,88,0.557,0.0,0.0,N/A,49,88,0.557,0.557,24,36,0.667,13.0,26.0,39.0,8,2.0,6.0,18.0,37,122,0.0,1.0,0.0,,0.0,0.0,78.0
18416,Joe Chealey,2019,23,CHO,PG,1,0.0,8.0,1,3,0.33299999999999996,0.0,0.0,N/A,1,3,0.33299999999999996,0.33299999999999996,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,2,0.0,1.0,0.0,,0.0,0.0,500.0
18418,Calbert Cheaney,1994,22,WSB,SG,65,21.0,1604.0,327,696,0.47,1.0,23.0,0.043,326,673,0.484,0.47100000000000003,124,161,0.77,88.0,102.0,190.0,126,63.0,10.0,108.0,148,779,0.0,1.0,0.3230769230769231,,0.0,0.0,101.0
18431,Zylan Cheatham,2020,24,NOP,PF,4,0.0,51.0,6,9,0.667,0.0,1.0,0.0,6,8,0.75,0.667,0,0,0.0,3.0,6.0,9.0,3,1.0,1.0,4.0,10,12,0.0,1.0,0.0,,0.0,0.0,500.0
18432,Maurice Cheeks,1979,22,PHI,PG,82,82.0,2409.0,292,572,0.51,N/A,N/A,N/A,292,572,0.51,0.51,101,140,0.721,63.0,191.0,254.0,431,174.0,12.0,193.0,198,685,0.0,1.0,1.0,,0.0,0.0,66.0
18447,Phil Chenier,1972,21,BAL,SG,81,N/A,2481.0,407,981,0.415,N/A,N/A,N/A,407,981,0.415,0.415,182,247,0.737,N/A,N/A,268.0,205,N/A,N/A,N/A,191,996,0.0,1.0,N/A,,0.0,0.0,115.0
18457,Will Cherry,2015,23,CLE,PG,8,0.0,69.0,5,19,0.263,2.0,9.0,0.222,3,10,0.3,0.316,3,6,0.5,1.0,4.0,5.0,8,6.0,1.0,4.0,10,15,0.0,1.0,0.0,,0.0,0.0,650.0
18458,Derrick Chievous,1989,21,HOU,SF,81,1.0,1539.0,277,634,0.43700000000000006,5.0,24.0,0.20800000000000002,272,610,0.446,0.441,191,244,0.7829999999999999,114.0,142.0,256.0,77,48.0,11.0,136.0,161,750,0.0,1.0,0.012345679012345678,,0.0,0.0,85.0
18461,Pete Chilcutt,1992,23,SAC,PF,69,2.0,817.0,113,250,0.452,2.0,2.0,1.0,111,248,0.44799999999999995,0.456,23,28,0.821,78.0,109.0,187.0,38,32.0,17.0,41.0,70,251,0.0,1.0,0.028985507246376812,,0.0,0.0,96.0
18470,Josh Childress,2005,21,ATL,SG,80,44.0,2376.0,302,642,0.47,13.0,56.0,0.23199999999999998,289,586,0.493,0.48100000000000004,190,231,0.823,195.0,287.0,482.0,151,74.0,35.0,106.0,184,807,0.0,1.0,0.55,,0.0,0.0,630.0
18478,Randolph Childress,1996,23,POR,PG,28,0.0,250.0,25,79,0.316,13.0,47.0,0.27699999999999997,12,32,0.375,0.39899999999999997,22,27,0.815,1.0,18.0,19.0,32,8.0,1.0,28.0,22,85,0.0,1.0,0.0,,0.0,0.0,113.0
18480,Chris Childs,1995,27,NJN,PG,53,11.0,1021.0,106,279,0.38,41.0,125.0,0.32799999999999996,65,154,0.42200000000000004,0.45299999999999996,55,73,0.753,14.0,55.0,69.0,219,42.0,3.0,76.0,116,308,0.0,1.0,0.20754716981132076,,0.0,0.0,105.0
18489,Chris Chiozza,2019,23,HOU,PG,7,0.0,33.0,2,8,0.25,2.0,5.0,0.4,0,3,0.0,0.375,0,0,0.0,1.0,3.0,4.0,4,1.0,1.0,1.0,2,6,0.0,1.0,0.0,,0.0,0.0,500.0
